Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
405.0,10125.0,418.2,17.97,116.08
410.0,10250.0,412.6,18.84,118.15
415.0,10375.0,417.0,17.33,120.23
420.0,10500.0,412.1,18.3,122.29
425.0,10625.0,426.4,17.93,124.42
430.0,10750.0,414.0,16.74,126.49
435.0,10875.0,424.6,17.25,128.62
440.0,11000.0,412.5,17.86,130.68
445.0,11125.0,418.1,18.44,132.77
450.0,11250.0,425.7,19.01,134.9
455.0,11375.0,428.4,16.52,137.04
460.0,11500.0,428.1,16.68,139.18
465.0,11625.0,430.2,18.52,141.33
470.0,11750.0,417.7,18.75,143.42
475.0,11875.0,418.4,19.65,145.51
480.0,12000.0,417.0,18.66,147.6
485.0,12125.0,416.6,17.57,149.68
490.0,12250.0,423.5,18.25,151.8
495.0,12375.0,426.1,17.95,153.93
500.0,12500.0,420.7,17.12,156.03
505.0,12625.0,428.9,17.24,158.18
510.0,12750.0,421.6,16.5,160.28
515.0,12875.0,418.1,16.18,162.37
520.0,13000.0,422.2,18.17,164.49
525.0,13125.0,425.1,17.87,166.61
530.0,13250.0,424.2,19.28,168.73
535.0,13375.0,418.5,19.7,170.82
540.0,13500.0,429.3,18.88,172.97
545.0,13625.0,419.7,17.85,175.07
550.0,13750.0,421.8,17.59,177.18
555.0,13875.0,421.5,16.82,179.29
560.0,14000.0,412.3,15.98,181.35
565.0,14125.0,413.5,17.27,183.41
570.0,14250.0,411.8,16.96,185.47
575.0,14375.0,414.8,18.69,187.55
580.0,14500.0,417.1,17.62,189.63
585.0,14625.0,413.2,17.45,191.7
590.0,14750.0,423.8,17.46,193.82
595.0,14875.0,413.4,18.23,195.88
600.0,15000.0,416.8,18.68,197.97
605.0,15125.0,417.9,17.8,200.06
610.0,15250.0,415.4,18.02,202.14
615.0,15375.0,418.0,16.73,204.23
620.0,15500.0,422.0,18.11,206.34
625.0,15625.0,415.1,17.43,208.41
630.0,15750.0,410.9,17.26,210.47
635.0,15875.0,407.6,16.52,212.5
640.0,16000.0,422.2,16.86,214.61
645.0,16125.0,418.5,18.27,216.71
650.0,16250.0,407.5,18.27,218.74
655.0,16375.0,412.6,17.32,220.81
660.0,16500.0,420.0,15.68,222.91
665.0,16625.0,403.7,17.86,224.93
670.0,16750.0,412.6,18.25,226.99
675.0,16875.0,412.5,19.56,229.05
680.0,17000.0,417.6,17.48,231.14
685.0,17125.0,415.8,16.63,233.22
690.0,17250.0,414.6,17.54,235.29
695.0,17375.0,416.1,16.4,237.37
700.0,17500.0,408.5,16.89,239.42
705.0,17625.0,414.1,15.73,241.49
710.0,17750.0,408.5,17.51,243.53
715.0,17875.0,405.7,18.57,245.56
720.0,18000.0,416.2,18.7,247.64
725.0,18125.0,411.5,18.75,249.7
730.0,18250.0,413.3,17.3,251.76
735.0,18375.0,411.0,18.38,253.82
740.0,18500.0,415.4,17.32,255.89
745.0,18625.0,414.3,16.43,257.97
750.0,18750.0,402.8,17.3,259.98
755.0,18875.0,417.7,16.35,262.07
760.0,19000.0,414.3,19.08,264.14
765.0,19125.0,416.5,18.44,266.22
770.0,19250.0,409.0,17.24,268.27
775.0,19375.0,418.3,17.81,270.36
780.0,19500.0,415.4,17.31,272.44
785.0,19625.0,427.3,18.39,274.57
790.0,19750.0,410.9,18.49,276.63
795.0,19875.0,429.2,16.8,278.77
800.0,20000.0,424.1,17.7,280.89
805.0,20125.0,417.0,18.69,282.98
810.0,20250.0,410.8,18.8,285.03
815.0,20375.0,424.6,18.47,287.15
820.0,20500.0,415.1,17.91,289.23
825.0,20625.0,429.9,17.45,291.38
830.0,20750.0,422.0,17.28,293.49
835.0,20875.0,427.6,18.42,295.63
840.0,21000.0,424.0,17.23,297.75
845.0,21125.0,424.0,17.79,299.87
850.0,21250.0,414.6,17.5,301.94
855.0,21375.0,428.3,17.36,304.08
860.0,21500.0,421.0,18.48,306.19
865.0,21625.0,424.3,18.7,308.31
870.0,21750.0,424.5,18.15,310.43
875.0,21875.0,424.4,18.38,312.55
880.0,22000.0,425.9,18.55,314.68
885.0,22125.0,407.4,18.49,316.72
890.0,22250.0,428.1,17.62,318.86
895.0,22375.0,434.4,15.95,321.03
900.0,22500.0,413.6,16.32,323.1
905.0,22625.0,416.0,17.66,325.18
910.0,22750.0,426.8,18.9,327.31
915.0,22875.0,423.6,19.32,329.43
920.0,23000.0,427.3,17.9,331.57
925.0,23125.0,420.4,17.06,333.67
930.0,23250.0,423.5,18.24,335.79
935.0,23375.0,421.0,18.33,337.89
940.0,23500.0,424.3,18.8,340.01
945.0,23625.0,428.2,19.58,342.15
950.0,23750.0,422.8,17.87,344.27
955.0,23875.0,417.9,19.11,346.36
960.0,24000.0,430.7,17.51,348.51
965.0,24125.0,418.5,17.0,350.6
970.0,24250.0,418.8,18.3,352.7
975.0,24375.0,419.1,17.17,354.79
980.0,24500.0,410.7,18.84,356.85
985.0,24625.0,423.3,17.31,358.96
990.0,24750.0,422.5,16.63,361.08
995.0,24875.0,423.8,17.21,363.2
1000.0,25000.0,412.6,16.57,365.26
1005.0,25125.0,414.1,18.66,367.33
1010.0,25250.0,411.3,19.81,369.38
1015.0,25375.0,424.2,19.38,371.51
1020.0,25500.0,414.4,19.04,373.58
1025.0,25625.0,423.1,17.31,375.69
1030.0,25750.0,425.9,16.87,377.82
1035.0,25875.0,406.2,17.11,379.85
1040.0,26000.0,421.3,17.63,381.96
1045.0,26125.0,414.4,16.99,384.03
1050.0,26250.0,415.2,16.35,386.11
1055.0,26375.0,420.9,17.38,388.21
1060.0,26500.0,422.1,17.77,390.32
1065.0,26625.0,413.6,18.32,392.39
1070.0,26750.0,422.4,18.99,394.5
1075.0,26875.0,420.5,17.88,396.61
1080.0,27000.0,415.6,18.38,398.68
1085.0,27125.0,416.0,19.08,400.76
1090.0,27250.0,408.7,18.24,402.81
1095.0,27375.0,419.8,18.69,404.91
1100.0,27500.0,409.7,18.29,406.96
1105.0,27625.0,409.9,16.49,409.01
1110.0,27750.0,417.3,16.33,411.09
1115.0,27875.0,409.8,16.45,413.14
1120.0,28000.0,416.7,16.37,415.22
1125.0,28125.0,426.6,17.23,417.36
1130.0,28250.0,414.5,17.16,419.43
1135.0,28375.0,409.1,17.93,421.48
1140.0,28500.0,411.8,18.22,423.53
1145.0,28625.0,410.7,17.8,425.59
1150.0,28750.0,414.7,16.84,427.66
1155.0,28875.0,406.6,15.94,429.69
1160.0,29000.0,408.2,17.13,431.74
1165.0,29125.0,411.4,18.24,433.79
1170.0,29250.0,408.0,17.85,435.83
1175.0,29375.0,416.7,17.6,437.92
1180.0,29500.0,411.3,17.16,439.97
1185.0,29625.0,406.1,16.93,442.0
1190.0,29750.0,407.8,18.45,444.04
1195.0,29875.0,403.5,17.87,446.06
1200.0,30000.0,409.5,17.56,448.11
1205.0,30125.0,421.2,17.65,450.21
1210.0,30250.0,416.2,17.92,452.29
1215.0,30375.0,410.8,17.06,454.35
1220.0,30500.0,400.4,17.39,456.35
1225.0,30625.0,407.4,17.41,458.39
1230.0,30750.0,402.9,16.72,460.4
1235.0,30875.0,400.3,17.07,462.4
1240.0,31000.0,394.3,16.24,464.37
1245.0,31125.0,387.0,16.39,466.31
1250.0,31250.0,396.5,16.91,468.29
1255.0,31375.0,397.7,17.89,470.28
1260.0,31500.0,411.9,17.49,472.34
1265.0,31625.0,405.5,16.8,474.37
1270.0,31750.0,403.2,15.75,476.38
1275.0,31875.0,395.0,16.02,478.36
1280.0,32000.0,390.3,16.65,480.31
1285.0,32125.0,387.0,18.58,482.25
1290.0,32250.0,401.3,17.5,484.25
1295.0,32375.0,399.8,16.71,486.25
1300.0,32500.0,393.2,17.22,488.22
1305.0,32625.0,391.7,16.62,490.18
1310.0,32750.0,391.6,17.62,492.13
1315.0,32875.0,390.0,16.48,494.08
1320.0,33000.0,389.9,15.77,496.03
1325.0,33125.0,403.2,16.48,498.05
1330.0,33250.0,404.3,16.75,500.07
1335.0,33375.0,399.4,17.4,502.07
1340.0,33500.0,390.2,17.19,504.02
1345.0,33625.0,401.1,17.58,506.02
1350.0,33750.0,400.5,17.21,508.03
1355.0,33875.0,403.2,17.18,510.04
1360.0,34000.0,397.1,16.69,512.03
1365.0,34125.0,402.7,15.9,514.04
1370.0,34250.0,400.1,17.15,516.04
1375.0,34375.0,397.2,16.75,518.03
1380.0,34500.0,401.1,17.8,520.03
1385.0,34625.0,401.1,16.7,522.04
1390.0,34750.0,400.0,16.26,524.04
1395.0,34875.0,406.7,17.11,526.07
1400.0,35000.0,405.0,17.27,528.1
1405.0,35125.0,412.2,18.68,530.16
1410.0,35250.0,407.1,18.68,532.19
1415.0,35375.0,427.3,17.74,534.33
1420.0,35500.0,415.1,17.8,536.41
1425.0,35625.0,407.9,17.7,538.45
1430.0,35750.0,410.4,16.68,540.5
1435.0,35875.0,415.5,16.66,542.58
1440.0,36000.0,405.5,17.21,544.6
1445.0,36125.0,408.6,17.85,546.65
1450.0,36250.0,423.3,19.61,548.76
1455.0,36375.0,423.0,19.17,550.88
1460.0,36500.0,422.9,19.08,552.99
1465.0,36625.0,421.8,19.4,555.1
1470.0,36750.0,440.9,19.37,557.3
1475.0,36875.0,426.6,18.38,559.44
1480.0,37000.0,430.7,17.04,561.59
1485.0,37125.0,436.0,17.49,563.77
1490.0,37250.0,433.5,18.5,565.94
1495.0,37375.0,428.0,20.05,568.08
1500.0,37500.0,434.7,20.23,570.25
1505.0,37625.0,440.2,19.29,572.45
1510.0,37750.0,424.7,18.22,574.58
1515.0,37875.0,416.8,16.35,576.66
1520.0,38000.0,421.1,16.2,578.77
1525.0,38125.0,421.9,17.17,580.88
1530.0,38250.0,415.3,18.26,582.95
1535.0,38375.0,415.8,18.68,585.03
1540.0,38500.0,418.9,18.55,587.13
1545.0,38625.0,425.4,17.65,589.25
1550.0,38750.0,426.4,17.12,591.38
1555.0,38875.0,419.6,16.94,593.48
1560.0,39000.0,424.0,18.02,595.6
1565.0,39125.0,428.3,18.38,597.74
1570.0,39250.0,420.8,18.77,599.85
1575.0,39375.0,423.0,18.68,601.96
1580.0,39500.0,434.1,17.98,604.13
1585.0,39625.0,428.0,18.21,606.27
1590.0,39750.0,431.1,17.92,608.43
1595.0,39875.0,426.1,19.06,610.56
1600.0,40000.0,433.6,19.56,612.73
1605.0,40125.0,430.3,19.92,614.88
1610.0,40250.0,438.0,17.62,617.07
1615.0,40375.0,438.5,17.36,619.26
1620.0,40500.0,432.6,17.37,621.43
1625.0,40625.0,430.7,17.56,623.58
1630.0,40750.0,430.3,20.03,625.73
1635.0,40875.0,438.1,18.81,627.92
1640.0,41000.0,432.5,19.56,630.08
1645.0,41125.0,451.4,19.05,632.34
1650.0,41250.0,441.2,18.86,634.55
1655.0,41375.0,445.4,19.8,636.77
1660.0,41500.0,450.7,17.56,639.03
1665.0,41625.0,436.8,17.21,641.21
1670.0,41750.0,427.0,17.76,643.35
1675.0,41875.0,429.8,18.65,645.5
1680.0,42000.0,430.9,18.53,647.65
1685.0,42125.0,425.0,17.91,649.77
1690.0,42250.0,439.3,18.3,651.97
1695.0,42375.0,428.2,19.56,654.11
1700.0,42500.0,415.9,18.78,656.19
1705.0,42625.0,419.9,17.51,658.29
1710.0,42750.0,414.7,16.41,660.36
1715.0,42875.0,410.8,16.93,662.42
1720.0,43000.0,406.3,17.71,664.45
1725.0,43125.0,410.3,16.59,666.5
1730.0,43250.0,404.2,15.45,668.52
1735.0,43375.0,409.3,16.23,670.57
1740.0,43500.0,401.9,16.8,672.58
1745.0,43625.0,392.7,16.95,674.54
1750.0,43750.0,393.4,16.32,676.51
1755.0,43875.0,379.2,14.67,678.41
1760.0,44000.0,394.0,16.32,680.38
1765.0,44125.0,381.4,16.69,682.28
1770.0,44250.0,368.0,15.79,684.12
1775.0,44375.0,373.6,16.01,685.99
1780.0,44500.0,365.1,14.94,687.82
1785.0,44625.0,363.8,14.64,689.64
1790.0,44750.0,365.1,15.74,691.46
1795.0,44875.0,352.5,14.0,693.22
1800.0,45000.0,357.5,15.0,695.01
1805.0,45125.0,348.0,14.01,696.75
1810.0,45250.0,342.8,12.18,698.47
1815.0,45375.0,330.9,12.71,700.12
1820.0,45500.0,324.5,12.14,701.74
1825.0,45625.0,317.1,12.77,703.33
1830.0,45750.0,303.7,12.54,704.85
1835.0,45875.0,293.0,11.69,706.31
1840.0,46000.0,288.9,10.8,707.76
1845.0,46125.0,276.0,11.21,709.14
1850.0,46250.0,255.2,10.14,710.41
1855.0,46375.0,243.1,9.17,711.63
1860.0,46500.0,212.2,8.38,712.69
1865.0,46625.0,186.0,6.51,713.62
1870.0,46750.0,174.4,5.45,714.49
1875.0,46875.0,153.0,4.97,715.26
1880.0,47000.0,137.8,2.85,715.94
1885.0,47125.0,123.2,3.09,716.56
1890.0,47250.0,92.1,1.94,717.02
1895.0,47375.0,54.2,0.61,717.29
1900.0,47500.0,24.0,0.6,717.41
1905.0,47625.0,12.4,-0.17,717.47
1910.0,47750.0,9.7,0.24,717.52
1915.0,47875.0,9.0,0.09,717.57
1920.0,48000.0,8.8,0.57,717.61
1925.0,48125.0,9.4,1.0,717.66
1930.0,48250.0,7.9,1.68,717.7
1935.0,48375.0,7.8,0.27,717.74
1940.0,48500.0,7.3,0.39,717.77
1945.0,48625.0,6.9,-1.14,717.81
1950.0,48750.0,5.7,-7.94,717.84
1955.0,48875.0,5.8,7.83,717.86
1960.0,49000.0,4.7,-5.54,717.89
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
